,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Social support,Healthy life expectancy,Freedom to make life choices,Trust (Government Corruption),Generosity,Dystopia Residual,Cluster,Year
112,South Africa,Sub-Saharan Africa,113,4.642,0.04585,0.92049,1.18468,1.01328,0.33207,0.08884,0.11973,1.7195599999999998,1,2017
112,South Africa,Sub-Saharan Africa,113,4.642,0.04585,0.92049,1.18468,1.01328,0.33207,0.08884,0.11973,1.7195599999999998,1,2019
112,South Africa,Sub-Saharan Africa,113,4.642,0.04585,0.92049,1.18468,1.01328,0.33207,0.08884,0.11973,1.7195599999999998,1,2015
113,Ghana,Sub-Saharan Africa,114,4.633,0.04742,0.5455800000000001,0.6795399999999999,0.40132,0.42342,0.04355,0.23087,2.30919,0,2019
113,Ghana,Sub-Saharan Africa,114,4.633,0.04742,0.5455800000000001,0.6795399999999999,0.40132,0.42342,0.04355,0.23087,2.30919,0,2015
113,Ghana,Sub-Saharan Africa,114,4.633,0.04742,0.5455800000000001,0.6795399999999999,0.40132,0.42342,0.04355,0.23087,2.30919,0,2017
113,Ghana,Sub-Saharan Africa,114,4.633,0.04742,0.5455800000000001,0.6795399999999999,0.40132,0.42342,0.04355,0.23087,2.30919,0,2015
113,Ghana,Sub-Saharan Africa,114,4.633,0.04742,0.5455800000000001,0.6795399999999999,0.40132,0.42342,0.04355,0.23087,2.30919,0,2018
114,Zimbabwe,Sub-Saharan Africa,115,4.61,0.0429,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,0,2015
114,Zimbabwe,Sub-Saharan Africa,115,4.61,0.0429,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,0,2018
114,Zimbabwe,Sub-Saharan Africa,115,4.61,0.0429,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,0,2015
114,Zimbabwe,Sub-Saharan Africa,115,4.61,0.0429,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,0,2019
114,Zimbabwe,Sub-Saharan Africa,115,4.61,0.0429,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,2.44191,0,2017
115,Liberia,Sub-Saharan Africa,116,4.5710000000000015,0.11068,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24362,2.7772900000000003,0,2015
115,Liberia,Sub-Saharan Africa,116,4.5710000000000015,0.11068,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24362,2.7772900000000003,0,2018
115,Liberia,Sub-Saharan Africa,116,4.5710000000000015,0.11068,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24362,2.7772900000000003,0,2015
115,Liberia,Sub-Saharan Africa,116,4.5710000000000015,0.11068,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24362,2.7772900000000003,0,2019
115,Liberia,Sub-Saharan Africa,116,4.5710000000000015,0.11068,0.0712,0.78968,0.34201,0.28531,0.062320000000000014,0.24362,2.7772900000000003,0,2017
116,India,Southern Asia,117,4.565,0.02043,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,0,2018
116,India,Southern Asia,117,4.565,0.02043,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,0,2019
116,India,Southern Asia,117,4.565,0.02043,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,0,2015
116,India,Southern Asia,117,4.565,0.02043,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,0,2017
116,India,Southern Asia,117,4.565,0.02043,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,0,2015
117,Sudan,Sub-Saharan Africa,118,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,0,2015
117,Sudan,Sub-Saharan Africa,118,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,0,2019
117,Sudan,Sub-Saharan Africa,118,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,0,2018
117,Sudan,Sub-Saharan Africa,118,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,0,2015
117,Sudan,Sub-Saharan Africa,118,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,0,2017
118,Haiti,Latin America and Caribbean,119,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.40828,2.24173,0,2015
118,Haiti,Latin America and Caribbean,119,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.40828,2.24173,0,2019
118,Haiti,Latin America and Caribbean,119,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.40828,2.24173,0,2017
118,Haiti,Latin America and Caribbean,119,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.40828,2.24173,0,2015
118,Haiti,Latin America and Caribbean,119,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.40828,2.24173,0,2018
119,Congo (Kinshasa),Sub-Saharan Africa,120,4.517,0.0368,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,0,2018
119,Congo (Kinshasa),Sub-Saharan Africa,120,4.517,0.0368,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,0,2015
119,Congo (Kinshasa),Sub-Saharan Africa,120,4.517,0.0368,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,0,2019
119,Congo (Kinshasa),Sub-Saharan Africa,120,4.517,0.0368,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,0,2017
119,Congo (Kinshasa),Sub-Saharan Africa,120,4.517,0.0368,0.0,1.0012,0.09806,0.22605,0.07625,0.24834,2.86712,0,2015
120,Nepal,Southern Asia,121,4.5139999999999985,0.03607,0.35997,0.86449,0.5687399999999999,0.38282,0.05907,0.32296,1.95637,0,2018
120,Nepal,Southern Asia,121,4.5139999999999985,0.03607,0.35997,0.86449,0.5687399999999999,0.38282,0.05907,0.32296,1.95637,0,2017
120,Nepal,Southern Asia,121,4.5139999999999985,0.03607,0.35997,0.86449,0.5687399999999999,0.38282,0.05907,0.32296,1.95637,0,2015
120,Nepal,Southern Asia,121,4.5139999999999985,0.03607,0.35997,0.86449,0.5687399999999999,0.38282,0.05907,0.32296,1.95637,0,2019
120,Nepal,Southern Asia,121,4.5139999999999985,0.03607,0.35997,0.86449,0.5687399999999999,0.38282,0.05907,0.32296,1.95637,0,2015
121,Ethiopia,Sub-Saharan Africa,122,4.512,0.0378,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,0,2017
121,Ethiopia,Sub-Saharan Africa,122,4.512,0.0378,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,0,2015
121,Ethiopia,Sub-Saharan Africa,122,4.512,0.0378,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,0,2019
121,Ethiopia,Sub-Saharan Africa,122,4.512,0.0378,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,0,2018
121,Ethiopia,Sub-Saharan Africa,122,4.512,0.0378,0.19073,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,0,2015
122,Sierra Leone,Sub-Saharan Africa,123,4.507,0.07067999999999999,0.33024000000000003,0.95571,0.0,0.4084,0.08786000000000001,0.21488,2.51009,0,2019
122,Sierra Leone,Sub-Saharan Africa,123,4.507,0.07067999999999999,0.33024000000000003,0.95571,0.0,0.4084,0.08786000000000001,0.21488,2.51009,0,2015
122,Sierra Leone,Sub-Saharan Africa,123,4.507,0.07067999999999999,0.33024000000000003,0.95571,0.0,0.4084,0.08786000000000001,0.21488,2.51009,0,2017
122,Sierra Leone,Sub-Saharan Africa,123,4.507,0.07067999999999999,0.33024000000000003,0.95571,0.0,0.4084,0.08786000000000001,0.21488,2.51009,0,2018
122,Sierra Leone,Sub-Saharan Africa,123,4.507,0.07067999999999999,0.33024000000000003,0.95571,0.0,0.4084,0.08786000000000001,0.21488,2.51009,0,2015
123,Mauritania,Sub-Saharan Africa,124,4.436,0.03947,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,0,2019
123,Mauritania,Sub-Saharan Africa,124,4.436,0.03947,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,0,2015
123,Mauritania,Sub-Saharan Africa,124,4.436,0.03947,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,0,2017
123,Mauritania,Sub-Saharan Africa,124,4.436,0.03947,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,0,2018
123,Mauritania,Sub-Saharan Africa,124,4.436,0.03947,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2.11773,0,2015
124,Kenya,Sub-Saharan Africa,125,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,0,2015
124,Kenya,Sub-Saharan Africa,125,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,0,2018
124,Kenya,Sub-Saharan Africa,125,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,0,2015
124,Kenya,Sub-Saharan Africa,125,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,0,2019
124,Kenya,Sub-Saharan Africa,125,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,0,2017
125,Djibouti,Sub-Saharan Africa,126,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.199,0.18093,2.05125,0,2017
125,Djibouti,Sub-Saharan Africa,126,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.199,0.18093,2.05125,0,2015
125,Djibouti,Sub-Saharan Africa,126,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.199,0.18093,2.05125,0,2019
125,Djibouti,Sub-Saharan Africa,126,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.199,0.18093,2.05125,0,2018
125,Djibouti,Sub-Saharan Africa,126,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.199,0.18093,2.05125,0,2015
126,Armenia,Central and Eastern Europe,127,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,0,2015
126,Armenia,Central and Eastern Europe,127,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,0,2018
126,Armenia,Central and Eastern Europe,127,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,0,2017
126,Armenia,Central and Eastern Europe,127,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,0,2015
126,Armenia,Central and Eastern Europe,127,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,0,2019
127,Botswana,Sub-Saharan Africa,128,4.332,0.04934,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,0,2019
127,Botswana,Sub-Saharan Africa,128,4.332,0.04934,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,0,2015
127,Botswana,Sub-Saharan Africa,128,4.332,0.04934,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,0,2015
127,Botswana,Sub-Saharan Africa,128,4.332,0.04934,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,0,2018
127,Botswana,Sub-Saharan Africa,128,4.332,0.04934,0.99355,1.10464,0.04776,0.49495,0.12474,0.10461,1.46181,0,2017
128,Myanmar,Southeastern Asia,129,4.307,0.04351,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.40828,1.41805,0,2019
128,Myanmar,Southeastern Asia,129,4.307,0.04351,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.40828,1.41805,0,2015
128,Myanmar,Southeastern Asia,129,4.307,0.04351,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.40828,1.41805,0,2015
128,Myanmar,Southeastern Asia,129,4.307,0.04351,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.40828,1.41805,0,2018
128,Myanmar,Southeastern Asia,129,4.307,0.04351,0.27108000000000004,0.70905,0.4824600000000001,0.44017,0.19034,0.40828,1.41805,0,2017
129,Georgia,Central and Eastern Europe,130,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.199,0.055470000000000005,1.59541,0,2015
129,Georgia,Central and Eastern Europe,130,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.199,0.055470000000000005,1.59541,0,2018
129,Georgia,Central and Eastern Europe,130,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.199,0.055470000000000005,1.59541,0,2017
129,Georgia,Central and Eastern Europe,130,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.199,0.055470000000000005,1.59541,0,2019
129,Georgia,Central and Eastern Europe,130,4.297,0.04221,0.7419,0.38562,0.72926,0.40577,0.199,0.055470000000000005,1.59541,0,2015
130,Malawi,Sub-Saharan Africa,131,4.292,0.0613,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,0,2015
130,Malawi,Sub-Saharan Africa,131,4.292,0.0613,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,0,2015
130,Malawi,Sub-Saharan Africa,131,4.292,0.0613,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,0,2017
130,Malawi,Sub-Saharan Africa,131,4.292,0.0613,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,0,2019
130,Malawi,Sub-Saharan Africa,131,4.292,0.0613,0.016040000000000002,0.41134,0.22562,0.43054,0.06977,0.33128,2.80791,0,2018
131,Sri Lanka,Southern Asia,132,4.271,0.03751,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828,0.67108,0,2015
131,Sri Lanka,Southern Asia,132,4.271,0.03751,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828,0.67108,0,2015
131,Sri Lanka,Southern Asia,132,4.271,0.03751,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828,0.67108,0,2017
131,Sri Lanka,Southern Asia,132,4.271,0.03751,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828,0.67108,0,2018
131,Sri Lanka,Southern Asia,132,4.271,0.03751,0.83524,1.01905,0.70806,0.5372600000000001,0.09179,0.40828,0.67108,0,2019
132,Cameroon,Sub-Saharan Africa,133,4.252,0.04678,0.4225,0.8876700000000001,0.23402,0.49309,0.05786,0.20618000000000006,1.95071,0,2018
132,Cameroon,Sub-Saharan Africa,133,4.252,0.04678,0.4225,0.8876700000000001,0.23402,0.49309,0.05786,0.20618000000000006,1.95071,0,2017
132,Cameroon,Sub-Saharan Africa,133,4.252,0.04678,0.4225,0.8876700000000001,0.23402,0.49309,0.05786,0.20618000000000006,1.95071,0,2015
132,Cameroon,Sub-Saharan Africa,133,4.252,0.04678,0.4225,0.8876700000000001,0.23402,0.49309,0.05786,0.20618000000000006,1.95071,0,2015
132,Cameroon,Sub-Saharan Africa,133,4.252,0.04678,0.4225,0.8876700000000001,0.23402,0.49309,0.05786,0.20618000000000006,1.95071,0,2019
133,Bulgaria,Central and Eastern Europe,134,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,0,2017
133,Bulgaria,Central and Eastern Europe,134,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,0,2018
133,Bulgaria,Central and Eastern Europe,134,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,0,2015
133,Bulgaria,Central and Eastern Europe,134,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,0,2019
133,Bulgaria,Central and Eastern Europe,134,4.218,0.04828,1.01216,1.10614,0.76649,0.30587,0.00872,0.11921,0.89991,0,2015
134,Egypt,Middle East and Northern Africa,135,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,0,2015
134,Egypt,Middle East and Northern Africa,135,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,0,2018
134,Egypt,Middle East and Northern Africa,135,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,0,2015
134,Egypt,Middle East and Northern Africa,135,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,0,2019
134,Egypt,Middle East and Northern Africa,135,4.194,0.0326,0.8818,0.747,0.61712,0.17288,0.06324,0.11291,1.59927,0,2017
135,Yemen,Middle East and Northern Africa,136,4.077,0.04367,0.5464899999999999,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,0,2017
135,Yemen,Middle East and Northern Africa,136,4.077,0.04367,0.5464899999999999,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,0,2018
135,Yemen,Middle East and Northern Africa,136,4.077,0.04367,0.5464899999999999,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,0,2015
135,Yemen,Middle East and Northern Africa,136,4.077,0.04367,0.5464899999999999,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,0,2015
135,Yemen,Middle East and Northern Africa,136,4.077,0.04367,0.5464899999999999,0.68093,0.40064,0.35571,0.07854,0.09131,1.92313,0,2019
136,Angola,Sub-Saharan Africa,137,4.033,0.04758,0.75778,0.8604,0.16683,0.10384000000000003,0.07122,0.12344,1.94939,0,2018
136,Angola,Sub-Saharan Africa,137,4.033,0.04758,0.75778,0.8604,0.16683,0.10384000000000003,0.07122,0.12344,1.94939,0,2019
136,Angola,Sub-Saharan Africa,137,4.033,0.04758,0.75778,0.8604,0.16683,0.10384000000000003,0.07122,0.12344,1.94939,0,2015
136,Angola,Sub-Saharan Africa,137,4.033,0.04758,0.75778,0.8604,0.16683,0.10384000000000003,0.07122,0.12344,1.94939,0,2017
136,Angola,Sub-Saharan Africa,137,4.033,0.04758,0.75778,0.8604,0.16683,0.10384000000000003,0.07122,0.12344,1.94939,0,2015
137,Mali,Sub-Saharan Africa,138,3.995,0.056020000000000014,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,0,2018
137,Mali,Sub-Saharan Africa,138,3.995,0.056020000000000014,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,0,2015
137,Mali,Sub-Saharan Africa,138,3.995,0.056020000000000014,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,0,2019
137,Mali,Sub-Saharan Africa,138,3.995,0.056020000000000014,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,0,2015
137,Mali,Sub-Saharan Africa,138,3.995,0.056020000000000014,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,1.79293,0,2017
138,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.06682,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,0,2017
138,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.06682,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,0,2015
138,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.06682,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,0,2015
138,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.06682,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,0,2018
138,Congo (Brazzaville),Sub-Saharan Africa,139,3.989,0.06682,0.67866,0.6629,0.31051,0.41466,0.11686,0.12388,1.68135,0,2019
139,Comoros,Sub-Saharan Africa,140,3.956,0.04797,0.23906,0.79273,0.36315,0.22917,0.199,0.17440999999999998,1.95812,0,2015
139,Comoros,Sub-Saharan Africa,140,3.956,0.04797,0.23906,0.79273,0.36315,0.22917,0.199,0.17440999999999998,1.95812,0,2015
139,Comoros,Sub-Saharan Africa,140,3.956,0.04797,0.23906,0.79273,0.36315,0.22917,0.199,0.17440999999999998,1.95812,0,2018
139,Comoros,Sub-Saharan Africa,140,3.956,0.04797,0.23906,0.79273,0.36315,0.22917,0.199,0.17440999999999998,1.95812,0,2017
139,Comoros,Sub-Saharan Africa,140,3.956,0.04797,0.23906,0.79273,0.36315,0.22917,0.199,0.17440999999999998,1.95812,0,2019
140,Uganda,Sub-Saharan Africa,141,3.931,0.04317,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,0,2015
140,Uganda,Sub-Saharan Africa,141,3.931,0.04317,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,0,2018
140,Uganda,Sub-Saharan Africa,141,3.931,0.04317,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,0,2015
140,Uganda,Sub-Saharan Africa,141,3.931,0.04317,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,0,2019
140,Uganda,Sub-Saharan Africa,141,3.931,0.04317,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,1.42766,0,2017
141,Senegal,Sub-Saharan Africa,142,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843000000000006,1.44395,0,2018
141,Senegal,Sub-Saharan Africa,142,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843000000000006,1.44395,0,2017
141,Senegal,Sub-Saharan Africa,142,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843000000000006,1.44395,0,2015
141,Senegal,Sub-Saharan Africa,142,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843000000000006,1.44395,0,2019
141,Senegal,Sub-Saharan Africa,142,3.904,0.03608,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843000000000006,1.44395,0,2015
142,Gabon,Sub-Saharan Africa,143,3.896,0.04547,0.99355,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,0,2015
142,Gabon,Sub-Saharan Africa,143,3.896,0.04547,0.99355,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,0,2015
142,Gabon,Sub-Saharan Africa,143,3.896,0.04547,0.99355,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,0,2019
142,Gabon,Sub-Saharan Africa,143,3.896,0.04547,0.99355,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,0,2017
142,Gabon,Sub-Saharan Africa,143,3.896,0.04547,0.99355,0.90528,0.43372,0.31914000000000003,0.11091,0.06822,0.99895,0,2018
143,Niger,Sub-Saharan Africa,144,3.845,0.03602,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,0,2017
143,Niger,Sub-Saharan Africa,144,3.845,0.03602,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,0,2015
143,Niger,Sub-Saharan Africa,144,3.845,0.03602,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,0,2018
143,Niger,Sub-Saharan Africa,144,3.845,0.03602,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,0,2019
143,Niger,Sub-Saharan Africa,144,3.845,0.03602,0.0694,0.77265,0.29707,0.47692,0.15639,0.19387,1.87877,0,2015
144,Cambodia,Southeastern Asia,145,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,0,2019
144,Cambodia,Southeastern Asia,145,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,0,2015
144,Cambodia,Southeastern Asia,145,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,0,2017
144,Cambodia,Southeastern Asia,145,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,0,2018
144,Cambodia,Southeastern Asia,145,3.819,0.05069,0.46038,0.62736,0.61114,0.66246,0.07247,0.40359,0.98195,0,2015
145,Tanzania,Sub-Saharan Africa,146,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.057470000000000014,0.34377,1.38079,0,2015
145,Tanzania,Sub-Saharan Africa,146,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.057470000000000014,0.34377,1.38079,0,2019
145,Tanzania,Sub-Saharan Africa,146,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.057470000000000014,0.34377,1.38079,0,2018
145,Tanzania,Sub-Saharan Africa,146,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.057470000000000014,0.34377,1.38079,0,2015
145,Tanzania,Sub-Saharan Africa,146,3.781,0.05061,0.2852,1.00268,0.38215,0.32878,0.057470000000000014,0.34377,1.38079,0,2017
146,Madagascar,Sub-Saharan Africa,147,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333,1.851,0,2017
146,Madagascar,Sub-Saharan Africa,147,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333,1.851,0,2015
146,Madagascar,Sub-Saharan Africa,147,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333,1.851,0,2019
146,Madagascar,Sub-Saharan Africa,147,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333,1.851,0,2015
146,Madagascar,Sub-Saharan Africa,147,3.681,0.03633,0.20824,0.66801,0.46721,0.19184,0.08123999999999999,0.21333,1.851,0,2018
147,Central African Republic,Sub-Saharan Africa,148,3.678,0.061120000000000015,0.0785,1.13299,0.06699,0.48879,0.08288999999999999,0.23835,2.7223,0,2019
147,Central African Republic,Sub-Saharan Africa,148,3.678,0.061120000000000015,0.0785,1.13299,0.06699,0.48879,0.08288999999999999,0.23835,2.7223,0,2018
147,Central African Republic,Sub-Saharan Africa,148,3.678,0.061120000000000015,0.0785,1.13299,0.06699,0.48879,0.08288999999999999,0.23835,2.7223,0,2017
147,Central African Republic,Sub-Saharan Africa,148,3.678,0.061120000000000015,0.0785,1.13299,0.06699,0.48879,0.08288999999999999,0.23835,2.7223,0,2015
147,Central African Republic,Sub-Saharan Africa,148,3.678,0.061120000000000015,0.0785,1.13299,0.06699,0.48879,0.08288999999999999,0.23835,2.7223,0,2015
148,Chad,Sub-Saharan Africa,149,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,0,2017
148,Chad,Sub-Saharan Africa,149,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,0,2018
148,Chad,Sub-Saharan Africa,149,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,0,2019
148,Chad,Sub-Saharan Africa,149,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,0,2015
148,Chad,Sub-Saharan Africa,149,3.667,0.0383,0.34193,0.76062,0.1501,0.23501,0.05269,0.18386,1.94296,0,2015
149,Guinea,Sub-Saharan Africa,150,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,0,2017
149,Guinea,Sub-Saharan Africa,150,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,0,2018
149,Guinea,Sub-Saharan Africa,150,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,0,2015
149,Guinea,Sub-Saharan Africa,150,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,0,2019
149,Guinea,Sub-Saharan Africa,150,3.656,0.0359,0.17417,0.46475,0.24009,0.37725,0.12139,0.28657,1.99172,0,2015
150,Ivory Coast,Sub-Saharan Africa,151,3.655,0.05141,0.46534,0.77115,0.15185,0.46866,0.17922000000000002,0.20165,1.41723,0,2019
