,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Social support,Healthy life expectancy,Freedom to make life choices,Trust (Government Corruption),Generosity,Dystopia Residual,Cluster,Year,name,region,subregion,population,area
155,Uruguay,Latin America and Caribbean,32,6.485,0.04539,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,2,2019,Uruguay,Americas,South America,3480222,181034
156,Uruguay,Latin America and Caribbean,32,6.485,0.04539,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,2,2018,Uruguay,Americas,South America,3480222,181034
157,Uruguay,Latin America and Caribbean,32,6.485,0.04539,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,2,2017,Uruguay,Americas,South America,3480222,181034
158,Uruguay,Latin America and Caribbean,32,6.485,0.04539,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,2,2015,Uruguay,Americas,South America,3480222,181034
159,Uruguay,Latin America and Caribbean,32,6.485,0.04539,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,2.32142,2,2015,Uruguay,Americas,South America,3480222,181034
160,Colombia,Latin America and Caribbean,33,6.477,0.05051,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,2,2015,Colombia,Americas,South America,48759958,1141748
161,Colombia,Latin America and Caribbean,33,6.477,0.05051,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,2,2018,Colombia,Americas,South America,48759958,1141748
162,Colombia,Latin America and Caribbean,33,6.477,0.05051,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,2,2015,Colombia,Americas,South America,48759958,1141748
163,Colombia,Latin America and Caribbean,33,6.477,0.05051,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,2,2017,Colombia,Americas,South America,48759958,1141748
164,Colombia,Latin America and Caribbean,33,6.477,0.05051,0.91861,1.24018,0.69077,0.53466,0.0512,0.18401,2.85737,2,2019,Colombia,Americas,South America,48759958,1141748
165,Thailand,Southeastern Asia,34,6.455,0.03557,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,2,2015,Thailand,Asia,South-Eastern Asia,65327652,513120
166,Thailand,Southeastern Asia,34,6.455,0.03557,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,2,2019,Thailand,Asia,South-Eastern Asia,65327652,513120
167,Thailand,Southeastern Asia,34,6.455,0.03557,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,2,2017,Thailand,Asia,South-Eastern Asia,65327652,513120
168,Thailand,Southeastern Asia,34,6.455,0.03557,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,2,2015,Thailand,Asia,South-Eastern Asia,65327652,513120
169,Thailand,Southeastern Asia,34,6.455,0.03557,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,2.31945,2,2018,Thailand,Asia,South-Eastern Asia,65327652,513120
170,Saudi Arabia,Middle East and Northern Africa,35,6.411,0.04633,1.39541,1.08393,0.72025,0.66973,0.32524,0.13706,2.43872,2,2015,Saudi Arabia,Asia,Western Asia,32248200,2149690
171,Saudi Arabia,Middle East and Northern Africa,35,6.411,0.04633,1.39541,1.08393,0.72025,0.66973,0.32524,0.13706,2.43872,2,2019,Saudi Arabia,Asia,Western Asia,32248200,2149690
172,Saudi Arabia,Middle East and Northern Africa,35,6.411,0.04633,1.39541,1.08393,0.72025,0.66973,0.32524,0.13706,2.43872,2,2017,Saudi Arabia,Asia,Western Asia,32248200,2149690
173,Saudi Arabia,Middle East and Northern Africa,35,6.411,0.04633,1.39541,1.08393,0.72025,0.66973,0.32524,0.13706,2.43872,2,2015,Saudi Arabia,Asia,Western Asia,32248200,2149690
174,Saudi Arabia,Middle East and Northern Africa,35,6.411,0.04633,1.39541,1.08393,0.72025,0.66973,0.32524,0.13706,2.43872,2,2018,Saudi Arabia,Asia,Western Asia,32248200,2149690
175,Spain,Western Europe,36,6.329,0.03468,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,2,2017,Spain,Europe,Southern Europe,46438422,505992
176,Spain,Western Europe,36,6.329,0.03468,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,2,2019,Spain,Europe,Southern Europe,46438422,505992
177,Spain,Western Europe,36,6.329,0.03468,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,2,2015,Spain,Europe,Southern Europe,46438422,505992
178,Spain,Western Europe,36,6.329,0.03468,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,2,2015,Spain,Europe,Southern Europe,46438422,505992
179,Spain,Western Europe,36,6.329,0.03468,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,2.12367,2,2018,Spain,Europe,Southern Europe,46438422,505992
180,Malta,Western Europe,37,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,2,2018,Malta,Europe,Southern Europe,425384,316
181,Malta,Western Europe,37,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,2,2015,Malta,Europe,Southern Europe,425384,316
182,Malta,Western Europe,37,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,2,2017,Malta,Europe,Southern Europe,425384,316
183,Malta,Western Europe,37,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,2,2015,Malta,Europe,Southern Europe,425384,316
184,Malta,Western Europe,37,6.302,0.04206,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,1.6488,2,2019,Malta,Europe,Southern Europe,425384,316
185,Taiwan,Eastern Asia,38,6.298,0.03868,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,2,2017,Taiwan,Asia,Eastern Asia,23503349,36193
186,Taiwan,Eastern Asia,38,6.298,0.03868,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,2,2018,Taiwan,Asia,Eastern Asia,23503349,36193
187,Taiwan,Eastern Asia,38,6.298,0.03868,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,2,2015,Taiwan,Asia,Eastern Asia,23503349,36193
188,Taiwan,Eastern Asia,38,6.298,0.03868,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,2,2019,Taiwan,Asia,Eastern Asia,23503349,36193
189,Taiwan,Eastern Asia,38,6.298,0.03868,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,2.32323,2,2015,Taiwan,Asia,Eastern Asia,23503349,36193
190,Kuwait,Middle East and Northern Africa,39,6.295,0.04456,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,2,2019,Kuwait,Asia,Western Asia,4183658,17818
191,Kuwait,Middle East and Northern Africa,39,6.295,0.04456,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,2,2018,Kuwait,Asia,Western Asia,4183658,17818
192,Kuwait,Middle East and Northern Africa,39,6.295,0.04456,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,2,2015,Kuwait,Asia,Western Asia,4183658,17818
193,Kuwait,Middle East and Northern Africa,39,6.295,0.04456,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,2,2015,Kuwait,Asia,Western Asia,4183658,17818
194,Kuwait,Middle East and Northern Africa,39,6.295,0.04456,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,1.87634,2,2017,Kuwait,Asia,Western Asia,4183658,17818
195,Suriname,Latin America and Caribbean,40,6.269,0.09811,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,2,2019,Suriname,Americas,South America,541638,163820
196,Suriname,Latin America and Caribbean,40,6.269,0.09811,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,2,2018,Suriname,Americas,South America,541638,163820
197,Suriname,Latin America and Caribbean,40,6.269,0.09811,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,2,2015,Suriname,Americas,South America,541638,163820
198,Suriname,Latin America and Caribbean,40,6.269,0.09811,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,2,2015,Suriname,Americas,South America,541638,163820
199,Suriname,Latin America and Caribbean,40,6.269,0.09811,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,2.79094,2,2017,Suriname,Americas,South America,541638,163820
200,Trinidad and Tobago,Latin America and Caribbean,41,6.168,0.10895,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,2,2018,Trinidad and Tobago,Americas,Caribbean,1349667,5130
201,Trinidad and Tobago,Latin America and Caribbean,41,6.168,0.10895,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,2,2017,Trinidad and Tobago,Americas,Caribbean,1349667,5130
202,Trinidad and Tobago,Latin America and Caribbean,41,6.168,0.10895,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,2,2015,Trinidad and Tobago,Americas,Caribbean,1349667,5130
203,Trinidad and Tobago,Latin America and Caribbean,41,6.168,0.10895,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,2,2015,Trinidad and Tobago,Americas,Caribbean,1349667,5130
204,Trinidad and Tobago,Latin America and Caribbean,41,6.168,0.10895,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,2.26882,2,2019,Trinidad and Tobago,Americas,Caribbean,1349667,5130
205,El Salvador,Latin America and Caribbean,42,6.13,0.05618,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,2,2018,El Salvador,Americas,Central America,6520675,21041
206,El Salvador,Latin America and Caribbean,42,6.13,0.05618,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,2,2015,El Salvador,Americas,Central America,6520675,21041
207,El Salvador,Latin America and Caribbean,42,6.13,0.05618,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,2,2015,El Salvador,Americas,Central America,6520675,21041
208,El Salvador,Latin America and Caribbean,42,6.13,0.05618,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,2,2017,El Salvador,Americas,Central America,6520675,21041
209,El Salvador,Latin America and Caribbean,42,6.13,0.05618,0.76454,1.02507,0.67737,0.4035,0.11776,0.10692,3.035,2,2019,El Salvador,Americas,Central America,6520675,21041
210,Guatemala,Latin America and Caribbean,43,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,2,2015,Guatemala,Americas,Central America,16176133,108889
211,Guatemala,Latin America and Caribbean,43,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,2,2019,Guatemala,Americas,Central America,16176133,108889
212,Guatemala,Latin America and Caribbean,43,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,2,2015,Guatemala,Americas,Central America,16176133,108889
213,Guatemala,Latin America and Caribbean,43,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,2,2018,Guatemala,Americas,Central America,16176133,108889
214,Guatemala,Latin America and Caribbean,43,6.123,0.05224,0.74553,1.04356,0.64425,0.57733,0.09472,0.27489,2.74255,2,2017,Guatemala,Americas,Central America,16176133,108889
215,Uzbekistan,Central and Eastern Europe,44,6.003,0.04361,0.63244,1.34043,0.59772,0.65821,0.24249,0.22837,2.23741,1,2017,Uzbekistan,Asia,Central Asia,31576400,447400
216,Uzbekistan,Central and Eastern Europe,44,6.003,0.04361,0.63244,1.34043,0.59772,0.65821,0.24249,0.22837,2.23741,1,2019,Uzbekistan,Asia,Central Asia,31576400,447400
217,Uzbekistan,Central and Eastern Europe,44,6.003,0.04361,0.63244,1.34043,0.59772,0.65821,0.24249,0.22837,2.23741,1,2015,Uzbekistan,Asia,Central Asia,31576400,447400
218,Uzbekistan,Central and Eastern Europe,44,6.003,0.04361,0.63244,1.34043,0.59772,0.65821,0.24249,0.22837,2.23741,1,2015,Uzbekistan,Asia,Central Asia,31576400,447400
219,Uzbekistan,Central and Eastern Europe,44,6.003,0.04361,0.63244,1.34043,0.59772,0.65821,0.24249,0.22837,2.23741,1,2018,Uzbekistan,Asia,Central Asia,31576400,447400
220,Slovakia,Central and Eastern Europe,45,5.995,0.04267,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,1,2017,Slovakia,Europe,Eastern Europe,5426252,49037
221,Slovakia,Central and Eastern Europe,45,5.995,0.04267,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,1,2015,Slovakia,Europe,Eastern Europe,5426252,49037
222,Slovakia,Central and Eastern Europe,45,5.995,0.04267,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,1,2015,Slovakia,Europe,Eastern Europe,5426252,49037
223,Slovakia,Central and Eastern Europe,45,5.995,0.04267,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,1,2018,Slovakia,Europe,Eastern Europe,5426252,49037
224,Slovakia,Central and Eastern Europe,45,5.995,0.04267,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,2.24639,1,2019,Slovakia,Europe,Eastern Europe,5426252,49037
225,Japan,Eastern Asia,46,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,1,2017,Japan,Asia,Eastern Asia,126960000,377930
226,Japan,Eastern Asia,46,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,1,2018,Japan,Asia,Eastern Asia,126960000,377930
227,Japan,Eastern Asia,46,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,1,2019,Japan,Asia,Eastern Asia,126960000,377930
228,Japan,Eastern Asia,46,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,1,2015,Japan,Asia,Eastern Asia,126960000,377930
229,Japan,Eastern Asia,46,5.987,0.03581,1.27074,1.25712,0.99111,0.49615,0.1806,0.10705,1.68435,1,2015,Japan,Asia,Eastern Asia,126960000,377930
230,South Korea,Eastern Asia,47,5.984,0.04098,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,1,2015,,,,,
231,South Korea,Eastern Asia,47,5.984,0.04098,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,1,2017,,,,,
232,South Korea,Eastern Asia,47,5.984,0.04098,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,1,2018,,,,,
233,South Korea,Eastern Asia,47,5.984,0.04098,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,1,2019,,,,,
234,South Korea,Eastern Asia,47,5.984,0.04098,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,2.21978,1,2015,,,,,
235,Ecuador,Latin America and Caribbean,48,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,1,2018,Ecuador,Americas,South America,16545799,276841
236,Ecuador,Latin America and Caribbean,48,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,1,2019,Ecuador,Americas,South America,16545799,276841
237,Ecuador,Latin America and Caribbean,48,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,1,2015,Ecuador,Americas,South America,16545799,276841
238,Ecuador,Latin America and Caribbean,48,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,1,2017,Ecuador,Americas,South America,16545799,276841
239,Ecuador,Latin America and Caribbean,48,5.975,0.04528,0.86402,0.99903,0.79075,0.48574,0.1809,0.11541,2.53942,1,2015,Ecuador,Americas,South America,16545799,276841
240,Bahrain,Middle East and Northern Africa,49,5.96,0.05412,1.32376,1.21624,0.74716,0.45492,0.24249,0.17362,1.73797,1,2019,Bahrain,Asia,Western Asia,1404900,765
241,Bahrain,Middle East and Northern Africa,49,5.96,0.05412,1.32376,1.21624,0.74716,0.45492,0.24249,0.17362,1.73797,1,2017,Bahrain,Asia,Western Asia,1404900,765
242,Bahrain,Middle East and Northern Africa,49,5.96,0.05412,1.32376,1.21624,0.74716,0.45492,0.24249,0.17362,1.73797,1,2015,Bahrain,Asia,Western Asia,1404900,765
243,Bahrain,Middle East and Northern Africa,49,5.96,0.05412,1.32376,1.21624,0.74716,0.45492,0.24249,0.17362,1.73797,1,2018,Bahrain,Asia,Western Asia,1404900,765
244,Bahrain,Middle East and Northern Africa,49,5.96,0.05412,1.32376,1.21624,0.74716,0.45492,0.24249,0.17362,1.73797,1,2015,Bahrain,Asia,Western Asia,1404900,765
245,Italy,Western Europe,50,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,1,2015,Italy,Europe,Southern Europe,60665551,301336
246,Italy,Western Europe,50,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,1,2018,Italy,Europe,Southern Europe,60665551,301336
247,Italy,Western Europe,50,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,1,2019,Italy,Europe,Southern Europe,60665551,301336
248,Italy,Western Europe,50,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,1,2017,Italy,Europe,Southern Europe,60665551,301336
249,Italy,Western Europe,50,5.948,0.03914,1.25114,1.19777,0.95446,0.26236,0.02901,0.22823,2.02518,1,2015,Italy,Europe,Southern Europe,60665551,301336
250,Bolivia,Latin America and Caribbean,51,5.89,0.05642,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,1,2018,,,,,
251,Bolivia,Latin America and Caribbean,51,5.89,0.05642,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,1,2015,,,,,
252,Bolivia,Latin America and Caribbean,51,5.89,0.05642,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,1,2017,,,,,
253,Bolivia,Latin America and Caribbean,51,5.89,0.05642,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,1,2019,,,,,
254,Bolivia,Latin America and Caribbean,51,5.89,0.05642,0.68133,0.97841,0.5392,0.57414,0.088,0.20536,2.82334,1,2015,,,,,
255,Moldova,Central and Eastern Europe,52,5.889,0.03799,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,1,2015,,,,,
256,Moldova,Central and Eastern Europe,52,5.889,0.03799,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,1,2018,,,,,
257,Moldova,Central and Eastern Europe,52,5.889,0.03799,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,1,2019,,,,,
258,Moldova,Central and Eastern Europe,52,5.889,0.03799,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,1,2015,,,,,
259,Moldova,Central and Eastern Europe,52,5.889,0.03799,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,3.10712,1,2017,,,,,
260,Paraguay,Latin America and Caribbean,53,5.878,0.04563,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,1,2019,Paraguay,Americas,South America,6854536,406752
261,Paraguay,Latin America and Caribbean,53,5.878,0.04563,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,1,2018,Paraguay,Americas,South America,6854536,406752
262,Paraguay,Latin America and Caribbean,53,5.878,0.04563,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,1,2015,Paraguay,Americas,South America,6854536,406752
263,Paraguay,Latin America and Caribbean,53,5.878,0.04563,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,1,2017,Paraguay,Americas,South America,6854536,406752
264,Paraguay,Latin America and Caribbean,53,5.878,0.04563,0.75985,1.30477,0.66098,0.53899,0.08242,0.3424,2.18896,1,2015,Paraguay,Americas,South America,6854536,406752
265,Kazakhstan,Central and Eastern Europe,54,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,1,2015,Kazakhstan,Asia,Central Asia,17753200,2724900
266,Kazakhstan,Central and Eastern Europe,54,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,1,2018,Kazakhstan,Asia,Central Asia,17753200,2724900
267,Kazakhstan,Central and Eastern Europe,54,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,1,2019,Kazakhstan,Asia,Central Asia,17753200,2724900
268,Kazakhstan,Central and Eastern Europe,54,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,1,2017,Kazakhstan,Asia,Central Asia,17753200,2724900
269,Kazakhstan,Central and Eastern Europe,54,5.855,0.04114,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2.24729,1,2015,Kazakhstan,Asia,Central Asia,17753200,2724900
270,Slovenia,Central and Eastern Europe,55,5.848,0.04251,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,1,2015,Slovenia,Europe,Southern Europe,2064188,20273
271,Slovenia,Central and Eastern Europe,55,5.848,0.04251,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,1,2019,Slovenia,Europe,Southern Europe,2064188,20273
272,Slovenia,Central and Eastern Europe,55,5.848,0.04251,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,1,2017,Slovenia,Europe,Southern Europe,2064188,20273
273,Slovenia,Central and Eastern Europe,55,5.848,0.04251,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,1,2018,Slovenia,Europe,Southern Europe,2064188,20273
274,Slovenia,Central and Eastern Europe,55,5.848,0.04251,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,1.61583,1,2015,Slovenia,Europe,Southern Europe,2064188,20273
275,Lithuania,Central and Eastern Europe,56,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,1,2017,Lithuania,Europe,Northern Europe,2872294,65300
276,Lithuania,Central and Eastern Europe,56,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,1,2018,Lithuania,Europe,Northern Europe,2872294,65300
277,Lithuania,Central and Eastern Europe,56,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,1,2019,Lithuania,Europe,Northern Europe,2872294,65300
278,Lithuania,Central and Eastern Europe,56,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,1,2015,Lithuania,Europe,Northern Europe,2872294,65300
279,Lithuania,Central and Eastern Europe,56,5.833,0.03843,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2.44649,1,2015,Lithuania,Europe,Northern Europe,2872294,65300
280,Nicaragua,Latin America and Caribbean,57,5.828,0.05371,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,1,2015,Nicaragua,Americas,Central America,6262703,130373
281,Nicaragua,Latin America and Caribbean,57,5.828,0.05371,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,1,2017,Nicaragua,Americas,Central America,6262703,130373
282,Nicaragua,Latin America and Caribbean,57,5.828,0.05371,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,1,2018,Nicaragua,Americas,Central America,6262703,130373
283,Nicaragua,Latin America and Caribbean,57,5.828,0.05371,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,1,2019,Nicaragua,Americas,Central America,6262703,130373
284,Nicaragua,Latin America and Caribbean,57,5.828,0.05371,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2.32407,1,2015,Nicaragua,Americas,Central America,6262703,130373
285,Peru,Latin America and Caribbean,58,5.824,0.04615,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,1,2015,Peru,Americas,South America,31488700,1285216
286,Peru,Latin America and Caribbean,58,5.824,0.04615,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,1,2017,Peru,Americas,South America,31488700,1285216
287,Peru,Latin America and Caribbean,58,5.824,0.04615,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,1,2019,Peru,Americas,South America,31488700,1285216
288,Peru,Latin America and Caribbean,58,5.824,0.04615,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,1,2018,Peru,Americas,South America,31488700,1285216
289,Peru,Latin America and Caribbean,58,5.824,0.04615,0.90019,0.97459,0.73017,0.41496,0.05989,0.14982,2.5945,1,2015,Peru,Americas,South America,31488700,1285216
290,Belarus,Central and Eastern Europe,59,5.813,0.03938,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,1,2018,Belarus,Europe,Eastern Europe,9498700,207600
291,Belarus,Central and Eastern Europe,59,5.813,0.03938,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,1,2019,Belarus,Europe,Eastern Europe,9498700,207600
292,Belarus,Central and Eastern Europe,59,5.813,0.03938,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,1,2015,Belarus,Europe,Eastern Europe,9498700,207600
293,Belarus,Central and Eastern Europe,59,5.813,0.03938,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,1,2015,Belarus,Europe,Eastern Europe,9498700,207600
294,Belarus,Central and Eastern Europe,59,5.813,0.03938,1.03192,1.23289,0.73608,0.37938,0.1909,0.11046,2.1309,1,2017,Belarus,Europe,Eastern Europe,9498700,207600
295,Poland,Central and Eastern Europe,60,5.791,0.04263,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,1,2019,Poland,Europe,Eastern Europe,38437239,312679
296,Poland,Central and Eastern Europe,60,5.791,0.04263,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,1,2015,Poland,Europe,Eastern Europe,38437239,312679
297,Poland,Central and Eastern Europe,60,5.791,0.04263,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,1,2018,Poland,Europe,Eastern Europe,38437239,312679
298,Poland,Central and Eastern Europe,60,5.791,0.04263,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,1,2015,Poland,Europe,Eastern Europe,38437239,312679
299,Poland,Central and Eastern Europe,60,5.791,0.04263,1.12555,1.27948,0.77903,0.53122,0.04212,0.16759,1.86565,1,2017,Poland,Europe,Eastern Europe,38437239,312679
300,Malaysia,Southeastern Asia,61,5.77,0.0433,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,1,2015,Malaysia,Asia,South-Eastern Asia,31405416,330803
301,Malaysia,Southeastern Asia,61,5.77,0.0433,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,1,2018,Malaysia,Asia,South-Eastern Asia,31405416,330803
302,Malaysia,Southeastern Asia,61,5.77,0.0433,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,1,2015,Malaysia,Asia,South-Eastern Asia,31405416,330803
303,Malaysia,Southeastern Asia,61,5.77,0.0433,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,1,2017,Malaysia,Asia,South-Eastern Asia,31405416,330803
304,Malaysia,Southeastern Asia,61,5.77,0.0433,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,1.88541,1,2019,Malaysia,Asia,South-Eastern Asia,31405416,330803
305,Croatia,Central and Eastern Europe,62,5.759,0.04394,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,1,2017,Croatia,Europe,Southern Europe,4190669,56594
306,Croatia,Central and Eastern Europe,62,5.759,0.04394,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,1,2018,Croatia,Europe,Southern Europe,4190669,56594
307,Croatia,Central and Eastern Europe,62,5.759,0.04394,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,1,2019,Croatia,Europe,Southern Europe,4190669,56594
308,Croatia,Central and Eastern Europe,62,5.759,0.04394,1.08254,0.79624,0.78805,0.25883,0.0243,0.05444,2.75414,1,2015,Croatia,Europe,Southern Europe,4190669,56594
